CaseNo,img_section A,img_section B,img_section C,img_section D,img_section E,img_section F,img_section G,img_section H,cost,CO2,install_duration
1363,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,710798259.5500001,187.5978,318.62420000000003
1364,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,713656330.9200001,186.7046,319.71760000000006
1365,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,702711448.6200001,189.36579999999998,334.45990000000006
1366,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,712698273.19,187.004,319.35110000000003
1367,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,715556344.5600001,186.11079999999998,320.44450000000006
1368,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,695461896.6700001,191.6643,344.0911
1369,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,705448721.24,189.3025,328.9823
1370,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,708306792.61,188.4093,330.0757
1371,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,702101025.1100001,190.0942,334.04690000000005
1372,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,712087849.6800001,187.7324,318.9381
1373,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714945921.0500001,186.8392,320.03150000000005
1374,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,704001038.75,189.50039999999998,334.77380000000005
1375,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713987863.32,187.1386,319.665
1376,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.10.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716845934.69,186.2454,320.75840000000005
1377,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,689233693.26,193.03789999999998,353.57179999999994
1378,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,699220517.83,190.6761,338.46299999999997
1379,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,702078589.2,189.78289999999998,339.55639999999994
1380,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,695872821.7,191.46779999999998,343.5276
1381,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,705859646.27,189.106,328.4188
1382,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,708717717.64,188.2128,329.5122
1383,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,697772835.3400002,190.87399999999997,344.2545
1384,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,707759659.9100001,188.51219999999998,329.1457
1385,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,710617731.2800001,187.61899999999997,330.2391
1386,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,689759425.48,193.22709999999998,353.9447
1387,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,699746250.05,190.8653,338.8359
1388,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,702604321.42,189.97209999999998,339.9293
1389,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,696398553.9200001,191.65699999999998,343.90049999999997
1390,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,706385378.49,189.2952,328.7917
1391,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,709243449.86,188.402,329.88509999999997
1392,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,698298567.56,191.06319999999997,344.62739999999997
1393,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,708285392.13,188.70139999999998,329.5186
1394,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,711143463.5,187.80819999999997,330.61199999999997
1395,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,691049015.6099999,193.36169999999998,354.2586
1396,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,701035840.18,190.9999,339.14979999999997
1397,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,703893911.55,190.1067,340.2432
1398,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,697688144.05,191.7916,344.21439999999996
1399,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,707674968.62,189.4298,329.1056
1400,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,710533039.99,188.5366,330.19899999999996
1401,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,699588157.69,191.19779999999997,344.94129999999996
1402,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,709574982.26,188.83599999999998,329.8325
1403,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,712433053.63,187.94279999999998,330.92589999999996
1404,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,692391119.9000001,193.79469999999998,354.69989999999996
1405,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,702377944.47,191.4329,339.5911
1406,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,705236015.84,190.53969999999998,340.68449999999996
1407,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,699030248.3399999,192.22459999999998,344.6557
1408,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,709017072.91,189.8628,329.5469
1409,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,711875144.28,188.96959999999999,330.6403
1410,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,700930261.98,191.63079999999997,345.3826
1411,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,710917086.55,189.26899999999998,330.2738
1412,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,713775157.92,188.37579999999997,331.3672
1413,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,692916852.1199999,193.98389999999998,355.07280000000003
1414,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,702903676.6899999,191.6221,339.964
1415,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,705761748.06,190.72889999999998,341.05740000000003
1416,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,699555980.56,192.41379999999998,345.0286
1417,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,709542805.13,190.052,329.9198
1418,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,712400876.5,189.15879999999999,331.0132
1419,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,701455994.2,191.81999999999996,345.7555
1420,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,711442818.77,189.45819999999998,330.6467
1421,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,714300890.14,188.56499999999997,331.7401
1422,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,694206442.25,194.11849999999998,355.3867
1423,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,704193266.8199999,191.7567,340.2779
1424,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,707051338.1899999,190.8635,341.3713
1425,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,700845570.69,192.5484,345.3425
1426,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,710832395.26,190.1866,330.2337
1427,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,713690466.63,189.2934,331.3271
1428,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,702745584.3299999,191.95459999999997,346.0694
1429,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,712732408.9,189.59279999999998,330.9606
1430,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.10.0b.png,section F.CRM.8.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,715590480.27,188.69959999999998,332.054
1431,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,694682388.8700001,191.49929999999998,343.7931
1432,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,704669213.44,189.1375,328.6843
1433,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,707527284.8100001,188.24429999999998,329.7777
1434,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,701321517.31,189.92919999999998,333.74890000000005
1435,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,711308341.88,187.5674,318.6401
1436,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714166413.25,186.67419999999998,319.73350000000005
1437,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,703221530.95,189.33539999999996,334.47580000000005
1438,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713208355.52,186.97359999999998,319.367
1439,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.6.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716066426.89,186.08039999999997,320.46040000000005
1440,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,695208121.0899999,191.68849999999998,344.16600000000005
1441,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,705194945.66,189.3267,329.0572
1442,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,708053017.03,188.43349999999998,330.15060000000005
1443,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,701847249.53,190.11839999999998,334.1218
1444,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,711834074.1,187.7566,319.01300000000003
1445,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,714692145.47,186.86339999999998,320.1064
1446,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0c.png,703747263.1700001,189.52459999999996,334.8487
1447,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0b.png,713734087.74,187.16279999999998,319.73990000000003
1448,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.10.0b.png,section G.CRM.6.0a.png,section H.CRM.6.0a.png,716592159.11,186.26959999999997,320.8333
1449,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0c.png,696497711.22,191.82309999999998,344.47990000000004
1450,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0b.png,706484535.79,189.4613,329.3711
1451,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0c.png,section H.CRM.6.0a.png,709342607.16,188.5681,330.46450000000004
1452,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0c.png,703136839.6600001,190.253,334.4357
1453,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0b.png,713123664.23,187.8912,319.3269
1454,section A.CRM.7.0c.png,section B.CRM.6.0a.png,section C.CRM.6.0c.png,section D.CRM.8.0b.png,section E.CRM.6.0a.png,section F.CRM.8.0b.png,section G.CRM.6.0b.png,section H.CRM.6.0a.png,715981735.6,186.998,320.4203
