id,harbour,description,country,worktype,length,depth,duration,start,finish,cost(M$),owner,contractor,consultant,Hydr.Lab,type,Hs,Tz,Tp,front armour,front (unit),front size,front slope,rear armour,rear (unit),rear size,rear slope,heigth,width,wall,comments,Lat,Lon
410,"Gomera, Las Palmas",Breakwater protecting La Esfinge,Spain,,0,24,0,2001,2003,0,,,,,Revetment,7.7,0.0,15.0,Accropode,m3,16.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,28.164,-15.399
419,"Garachico, Tenerife",Coastal protection,Spain,,350,0,0,2000,2001,0,,,,,Revetment,9.0,0.0,16.0,Accropode,m3,18.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,Combination of accropodes and ecopodes,28.375,-16.762
464,Melilla,,Spain,Protection of marina basin,0,9,0,1993,1995,0,,,,,Rubble Mound,4.5,0.0,9.5,Accropode,m3,4.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,35.288,-2.93231
537,ACoruña,Western Breakwater for the Outer Port,Spain,Extension of the secondary breakwater,900,22,2,2015,2017,0,Port Authority of A Coruña,SATO,,Aalborg,Rubble Mound,8.75,0.0,18.0,Cubipod,ton,30.0,1:1.5,,Roc,0.0,1:2,10.0,24.0,7.0,protected by north breakwater,43.3395,-8.51661
580,Malaga,San Andres Breakwater,Spain,New Construction,270,7,2,2011,2013,12,Port of Malaga,,,,Rubble Mound,5.6,0.0,12.0,Cubipod,ton,6.0,1:1,rock,ton,1.0,1:2,5.0,8.44,0.0,,36.7009,-4.426369999999999
581,Punta Langosteira,Punta Langosteira North Breakwater,Spain,New Construction,550,8,2,2012,2013,17,Port of Malaga,,,GEAMA,Rubble Mound,5.85,0.0,18.0,Cubipod,ton,12.0,1:1,Cubipod,ton,12.0,1:1.5,10.5,0.0,0.0,Construction of system of two groynes to protect from western storms,43.3442,-8.51931
582,Punta Langosteira,Punta Langosteira South Breakwater,Spain,New Construction,330,8,2,2012,2013,17,Port of Malaga,,,GEAMA,Rubble Mound,5.85,0.0,18.0,Cubipod,ton,23.0,1:1,Cubipod,ton,23.0,1:1.5,10.5,0.0,0.0,Construction of system of two groynes to protect from western storms,43.3442,-8.51931
583,Punta Langosteira,Langosteira Western Breakwater,Spain,Extension,1350,9,2,2015,2016,0,Port of Malaga,,,GEAMA,Rubble Mound,8.75,0.0,18.0,Cubipod,ton,25.0,1:1,rock,ton,2.0,1:1.5,17.0,22.8,0.0,,43.3442,-8.51931
156,Colombo,Wave-dissipating blocks,Sri Lanka,,0,0,0,0,0,0,,,,,Composite,0.0,0.0,0.0,Cubes,ton,30.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,6.956,79.848
345,Dikkowita,Fishing Harbour,Sri Lanka,New construction,1000,0,0,2009,2010,0,Ministry of Fisheries & Aq. Resources,BAM,DMC,DMC-lab,Rubble Mound,3.2,0.0,0.0,Xbloc,m3,4.0,1:1.33,Xbloc,ton,0.0,1:1.33,0.0,0.0,0.0,design in colaboration with Royal Haskoning,6.997000000000001,79.866
549,Colombo Port,South Breakwater,Sri Lanka,New construction,5200,0,4,2008,2012,0,Sri Lanka Ports,,URS Infrastructure & Environment,,Rubble Mound,7.7,0.0,14.0,Core-Loc,ton,20.4,1:1.33,,,0.0,1:0,0.0,25.0,0.0,,6.954439999999999,79.8291
584,Hambantota Port,Hambantota Port Breakwater,Sri Lanka,New Construction,1600,14,3,2013,2015,0,Sri Lanka Ports,CHEC,CDR International B.V.,Tianjin Port Engineering Institute,Rubble Mound,5.6,0.0,18.0,Xbloc,ton,8.0,1:1,rock,kg,600.0,1:1.5,10.0,15.0,0.0,Berm breakwater revetment design for protection of an artificial island on the southern shore of Sri Lanka,6.11793,81.1028
303,LNG terminal,,Taiwan,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,23.767,120.156
431,Chang Hua,,Taiwan,Protection of reclaimed land,0,6,0,1998,2000,0,,,,,Revetment,3.8,0.0,10.0,Accropode,m3,2.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,24.075,120.388
403,Map Ta Phut,Cooling water intake lagoon,Thailand,,0,5,0,2005,2006,0,,,,,Revetment,4.3,0.0,8.0,Accropode,m3,2.5,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,12.663,101.161
440,Map Ta Phut,Phase 2,Thailand,Protection of reclaimed land,6000,10,0,1997,1999,0,,,,,Revetment,4.3,0.0,8.0,Accropode,m3,2.5,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,12.656,101.16
473,Prachuap,,Thailand,,1400,11,0,1992,1994,0,,,,,Rubble Mound,5.5,0.0,12.0,Accropode,m3,5.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,11.202,99.583
578,Calshot Port,Fishing port,Tristan da Cunha,New construction,110,0,0,0,1970,0,,,,,Rubble Mound,0.0,0.0,0.0,Dolos,ton,3.5,1:0,,,0.0,1:0,0.0,0.0,0.0,,-37.0635,-12.3133
157,Bizerte Zarzouna fishing harbour,Main and lee breakwater,Tunisia,,0,7,0,1983,1984,0,,,,,,0.0,0.0,0.0,Accropode,m3,9.0,1:0,,,0.0,1:1.33,0.0,0.0,0.0,depth-limited waves,37.2683,9.89429
158,Hammamet marina,Main breakwater,Tunisia,Extension,150,6,0,2006,2008,0,,,,,Rubble Mound,6.5,0.0,12.6,Accropode,m3,6.3,1:1.5,,,0.0,1:1.5,0.0,0.0,0.0,,36.3721,10.5483
159,Monastir marina,,Tunisia,,0,4,0,1983,1983,0,,,,,,0.0,0.0,0.0,Accropode,m3,6.3,1:1.33,,,0.0,1:0,0.0,0.0,0.0,depth-limited waves,35.7784,10.836
160,Monastir fishing harbour,,Tunisia,,0,6,0,1986,1989,0,,,,,,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,35.7575,10.8398
391,Skhira,,Tunisia,,0,5,0,2009,0,0,,,,,Rubble Mound,3.0,0.0,10.0,Accropode,m3,1.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,in progress,34.286,10.096
399,Bekalta,Main and secondary breakwater,Tunisia,Extension works,215,6,0,2007,2008,0,,,,,Rubble Mound,4.0,0.0,14.8,Accropode,m3,2.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,35.623,11.0494
413,Sidi Mechreg,Main breakwater,Tunisia,Reinforcement,260,6,0,2000,2004,0,,,,,Rubble Mound,6.9,0.0,14.0,Accropode,m3,9.0,1:1.5,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,37.1688,9.126
420,Rades,Intake canal,Tunisia,,0,4,0,1999,2001,0,,,,,Rubble Mound,3.7,0.0,11.0,Accropode,m3,1.5,1:1.33,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,36.805,10.304
428,Hammamet marina,,Tunisia,,0,8,0,1998,2000,0,,,,,Rubble Mound,5.7,0.0,9.0,Accropode,m3,6.3,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,36.372,10.548
429,La Goulette,North breakwater of commercial harbour,Tunisia,Reinforcement,0,7,0,1998,1998,0,,,,,Rubble Mound,4.0,0.0,12.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,36.807,10.306
441,Beni Khiar fishing harbour,,Tunisia,Breakwater extension,0,8,0,1997,1998,0,,,,,Rubble Mound,4.7,0.0,10.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,36.4533,10.797
442,El Haouaria fishing harbour,,Tunisia,,0,5,0,1997,1997,0,,,,,Rubble Mound,3.7,0.0,11.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,37.041,11.065
448,La Chebba fishing harbour,,Tunisia,Breakwater extension,0,5,0,1996,1996,9,,,,,Rubble Mound,3.5,0.0,9.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,35.23,11.16
449,Cap Zabib,,Tunisia,,0,7,0,1996,1996,0,,,,,Rubble Mound,5.0,0.0,9.0,Accropode,m3,4.0,1:1.33,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,37.266,10.069
458,Sousse,,Tunisia,Reinforcement of the roundhead,0,6,0,1994,1995,0,,,,,Rubble Mound,4.3,0.0,9.0,Accropode,m3,4.0,1:1.33,,m3,0.0,1:0,0.0,0.0,0.0,,35.826,10.649
465,Ghar el Mehl fishing harbour,,Tunisia,Extension of main breakwater,0,7,0,1993,1994,0,,,,,Rubble Mound,4.7,0.0,8.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,37.151,10.23
587,Haydarpasa Port,Haydarpasa western breakwater,Turkey,New Construction,0,13,0,0,0,0,,,,,Rubble Mound,0.0,0.0,0.0,rock,ton,3.0,1:1,rock,ton,1.5,1:2.5,2.5,0.0,0.0,,41.0014,29.0079
25,Dubai,Palm Deira Shamal protection (Crown),UAE,land reclamation,12000,0,0,2008,0,0,Nakheel,Van Oord,Haskoning,SogreahLab,Revetment,5.5,0.0,0.0,Rock,ton,6.0,1:2.5,,ton,0.0,1:0,6.25,0.0,0.0,,25.333,55.3
16,Dubai,World - Shamal protection reef,UAE,low crested breakwater,25000,0,3,2005,2007,0,Nakheel,Van Oord,Haskoning,Deltares,Rubble Mound,5.5,0.0,9.3,Rock,ton,4.0,1:0,Rock,ton,0.0,1:0,3.0,0.0,0.0,low crested breakwater with 30 m wide berm,25.233,55.155
161,Dubai - Maritime City,,UAE,,2266,0,0,2003,2006,50,Nakheel,Archirodon,COWI,,Rubble Mound,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,"1. Work included demolition of old breakwater, 2. Total project costs are mentioned",25.2804,55.2735
162,Dubai - Palm Jumeira,Outer face of crescent island,UAE,,12500,10,2,2001,2003,178,Dubai Palm Developers,Archirodon,Haskoning,,,0.0,0.0,0.0,Rock,,0.0,1:0,,,0.0,1:0,0.0,200.0,0.0,,25.1057,55.1118
163,Dubai - Drydock,,UAE,,3267,14,0,1974,1979,0,,,,,,6.0,10.0,0.0,Stabit,ton,15.0,1:1.5,,,0.0,1:1.25,0.0,0.0,0.0,,25.2569,55.2513
164,Dubai - Port Rashid,,UAE,Extension,4500,12,0,1974,1979,0,,,,,,6.0,10.0,0.0,Stabit,ton,15.0,1:1.5,,,0.0,1:1.25,0.0,0.0,0.0,,25.2768,55.2743
165,Dubai - Jebel Ali,,UAE,,3600,8,0,1976,1979,0,,,,,,6.0,10.0,0.0,Stabit,ton,10.0,1:1.5,,,0.0,1:1.25,0.0,0.0,0.0,,25.012,55.0446
166,Abu Dhabi - Khalifa Port,,UAE,offshore greenfield port,7400,12,0,2007,2012,0,Abu Dhabi Ports Company,Boskalis-Archirodon JV,Bechtel,Deltares-CSIR,Rubble Mound,4.3,0.0,9.0,Accropode,m3,2.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,ongoing,24.804,54.6927
167,Khor Fhakkan,,UAE,,550,0,0,1976,1978,0,,,,,,6.4,10.0,0.0,Stabit,ton,10.0,1:1.5,,,0.0,1:1.25,0.0,0.0,0.0,,25.3564,56.3706
209,Jumeirah,,UAE,Coastal zone restoration,0,0,2,1992,1994,21,Dubai Municipality,Archirodon,Nedeco,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Project in JV,25.2181,55.2458
238,Fujairah,Dhadna Marina,UAE,Marina rehabilitation,500,0,0,2007,0,0,,,,,Rubble Mound,5.5,0.0,0.0,Xbloc,m3,5.0,1:0,,m3,0.0,1:0,0.0,0.0,0.0,,25.527,56.37
290,Dubai - Palm Jumeira,Crescent breakwater,UAE,Reinforcement,0,0,0,2006,0,0,,,Haskoning,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,construction of retaining wall for overtopping reduction,25.115,55.14100000000001
296,Dubai - World Shamal reef,low-crested breakwater,UAE,,16000,20,0,0,0,0,Nakheel,Van Oord,Haskoning,,Berm,5.5,0.0,0.0,Rock,ton,4.0,1:0,,ton,0.0,1:0,3.0,7.0,0.0,,25.23,55.132
297,Dubai - Palm Jebel Ali,Outer face of crescent island,UAE,,15500,0,0,0,0,0,,,Haskoning,,Rubble Mound,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,25.009,54.98699999999999
328,Dubai - Maritime City,detached breakwater,UAE,,840,0,0,2003,2006,50,Nakheel,Archirodon,COWI,,Rubble Mound,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Total project costs are mentioned,25.27,55.268
329,Dubai - Maritime City,Sigmoid structure,UAE,,2050,0,0,2003,2006,50,Nakheel,Archirodon,COWI,,Revetment,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Total project costs are mentioned,25.27,55.268
333,Mirfa power & desalination plant,Sea walls for cooling water intake,UAE,,3500,3,1,1994,1995,0,Ministry of Public Works of UAE,Sainrapt Contracting Company,,,Rubble Mound,1.6,0.0,0.0,Rock,ton,2.0,1:1.5,Rock,ton,0.0,1:1.5,5.35,9.3,0.0,2 breakwaters 1500m and 2000m long,24.1308,53.4516
515,Das Island,,UAE,Extension of gas facilities,400,0,0,2010,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Core-Loc,m3,1.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,25.14,52.881
535,Hamriyah free zone harbour,,UAE,Protection of reclaimed land,1500,9,0,2006,2007,0,,,,,Revetment,4.5,0.0,11.2,Core-Loc,m3,2.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,25.464,55.477
536,Layyah,,UAE,Protection of reclaimed land,500,7,0,2006,2007,0,,,,,Revetment,4.5,0.0,11.0,Core-Loc,m3,2.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,25.354,55.37
552,Abu Dhabi - Khalifa Port,Environmental Breakwater,UAE,New construction,8000,0,0,0,0,220,Abu Dhabi Ports Company,,Halcrow,,Rubble Mound,6.0,0.0,8.0,Accropode,m3,1.5,1:1.33,Accropode,m3,1.5,1:1.33,4.2,5.5,0.0,The cross-section changes as the breakwater becomes less exposed. Here the outer most exposed cross-section is presented,24.8326,54.6756
30,"Galveston, Texas",Port entrance jetties,USA,,11500,13,0,0,1933,0,,,,,Rubble Mound,0.0,0.0,0.0,Rock,ton,0.09,1:2,Rock,ton,0.09,1:2,1.22,2.44,0.0,,29.335,-94.7078
173,Crescent City,,USA,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,41.7437,-124.187
174,Humboldt Harbour,,USA,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,40.7639,-124.238
175,Kahului Hawaii,,USA,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,20.8979,-156.472
176,Manasquan inlet,,USA,Rehabilitation of existing rock armoured,0,0,0,1980,1982,0,,,,,Rubble Mound,0.0,0.0,0.0,Dolos,ton,16.0,1:0,,,0.0,1:0,0.0,0.0,0.0,Steel reinforced dolos,40.1018,-74.0328
177,Manasquan inlet,,USA,repair,0,0,0,1997,1997,0,,,,,Rubble Mound,0.0,0.0,0.0,Core-Loc,ton,19.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,40.1018,-74.0328
178,Santa Cruz,,USA,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,36.9616,-122.002
179,"St. Georg, Alaska",,USA,,9,0,0,0,1987,0,,,,DHI,Berm,6.4,0.0,18.0,Rock,ton,9.0,1:1.5,Rock,ton,9.0,1:1.5,26.0,16.8,0.0,,56.537,-169.561
237,Guam,,USA,Shore protection,0,0,0,2009,2010,0,US Navy,IBC-TOA Corporation,Moffatt & Nichol,,Revetment,6.0,0.0,0.0,Xbloc,m3,8.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,13.42,144.8
284,Buffalo,,USA,,0,9,0,0,0,0,,,,,Composite,0.0,0.0,0.0,Cubes,ton,4.0,1:0,Rock,ton,0.0,1:0,3.8,0.0,0.0,,42.854,-78.872
320,"Racine, Wisconsin",breakwater in Lake Michigan,USA,,0,8,0,0,1986,0,,,,,Berm,4.4,0.0,10.0,Rock,ton,3.6,1:1,Rock,ton,0.0,1:1,16.0,0.0,0.0,,42.735,-87.773
337,"Richmond, CA",,USA,Shoreline improvement,0,0,0,0,1991,10,City of Richmond,,Ben C. Gerwick,,Revetment,1.5,0.0,0.0,Rock,ton,0.6,1:3,,ton,0.0,1:0,0.0,0.0,0.0,,37.88,-122.323
338,San Francisco,,USA,Breakwater repair,0,0,0,0,2006,0,Port of San Francisco,,Ben C. Gerwick,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,special type of vertical breakwater,37.794,-122.389
343,"Yaquina, OR",North jetty,USA,Rehabilitation,2200,0,0,1978,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Rock,ton,22.7,1:2,Rock,ton,0.0,1:2,0.0,0.8,0.0,,44.61199999999999,-124.072
344,"Yaquina, OR",South jetty,USA,Rehabilitation,2200,0,0,1966,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Rock,ton,0.0,1:0,Rock,ton,0.0,1:0,0.0,0.0,0.0,,44.613,-124.073
538,New York Harbor,29th Street Pier Environmental Breakwate,USA,New construction,270,6,0,0,2011,0,,,,,Rubble Mound,0.0,0.0,0.0,rock,,0.0,1:1.5,rock,,0.0,1:1.5,0.8,1.0,0.0,Environmental set of breakwaters to provide protection for erosion and improve aquatic habitat,40.6632,-74.0101
168,Alderney,,United Kingdom,,1433,0,17,1847,1864,0,The States of Guernsey,Thomas Jackson,,,,7.6,0.0,0.0,Rock,ton,4.0,1:1.7,,,0.0,1:1.25,12.1,12.0,0.0,,49.7272,-2.19933
169,Douglas,,United Kingdom,,360,0,0,1981,0,0,,,,,,7.0,11.0,0.0,Stabit,ton,23.0,1:2,,,0.0,1:1.5,0.0,0.0,0.0,,54.1461,-4.46563
170,Hartlepool West Harbour,Reconstruction,United Kingdom,,0,4,0,1991,1992,0,,,,,,4.0,10.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,54.6888,-1.19342
171,Plymouth,,United Kingdom,,0,0,0,1812,0,0,,,,,Rubble Mound,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,6.0,0.0,0.0,Cross-section subject to multiple historical alterations,50.3343,-4.14721
172,Port Talbot,,United Kingdom,,0,0,0,1966,1969,0,,,,,Rubble Mound,0.0,0.0,0.0,Rock,,0.0,1:0,Rock,,0.0,1:0,0.0,0.0,0.0,,51.5772,-3.81023
249,Workington,,United Kingdom,South breakwater repairs,0,0,0,2006,2008,0,,,Haskoning,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,54.6516,-3.57733
281,Alderney,,United Kingdom,,0,20,0,0,0,0,The States of Guernsey,,,,Rubble Mound,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,49.727,-2.197
302,"Ventnor, Wight",2 new breakwaters,United Kingdom,,0,0,0,2002,2003,0,,,Haskoning,,Rubble Mound,0.0,0.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,50.592,-1.204
308,"Bruichladdich, Islay",,United Kingdom,Extension,0,0,0,0,0,0,,,Haskoning,,Rubble Mound,0.0,0.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,55.76600000000001,-6.359
314,Mallaig,,United Kingdom,,300,0,0,0,0,0,,,Haskoning,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,57.008,-5.826000000000001
316,Brighton marina,East breakwater,United Kingdom,,1220,0,0,0,0,0,,,Haskoning,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,50.81,-0.1
317,Brighton marina,West breakwater,United Kingdom,,630,0,0,0,0,0,,,Haskoning,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,50.81,-0.1
334,Watchet,,United Kingdom,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,51.1829,-3.32881
348,Dover,,United Kingdom,,0,14,0,1847,0,0,,,,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,8.8,Special type of vertical breakwater,51.114,1.329
349,"St. Catherine, Jersey",,United Kingdom,,650,0,0,0,0,0,,,,,Composite,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,15.0,0.0,,49.223,-2.015
350,Peterhead,,United Kingdom,,0,0,0,0,0,0,,,,,Composite,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,57.496,-1.77371
361,Holyhead,Wave-dissipating blocks,United Kingdom,,0,0,0,0,0,0,,,,,Composite,0.0,0.0,0.0,Cubes,ton,0.0,1:0,Cubes,ton,0.0,1:1.25,13.5,0.0,0.0,,53.325,-4.633
405,Scarborough,Seawall protecting coastal road,United Kingdom,,0,6,0,2002,2004,0,,,,,Revetment,6.8,0.0,10.0,Accropode,m3,9.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,54.287,-0.383
478,Hartlepool marina,South pier,United Kingdom,,400,2,0,1991,1992,0,,,,,Rubble Mound,4.0,0.0,10.0,Accropode,m3,4.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,54.68600000000001,-1.194
485,Tees & Hartlepool,,United Kingdom,Reconstruction of roundhead,0,0,0,1989,1989,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,2.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,54.688,-1.195
494,Tees & Hartlepool,New breakwater,United Kingdom,,0,3,0,1988,1989,0,,,,,Rubble Mound,6.0,0.0,12.0,Accropode,m3,0.8,1:1.67,,ton,0.0,1:0,0.0,0.0,0.0,breaking waves,54.687,-1.195
534,Newbiggin bay,Detached breakwater,United Kingdom,,200,9,0,2007,2007,0,,,,,Rubble Mound,5.7,0.0,12.0,Core-Loc,m3,3.9,1:1.5,Core-Loc,m3,3.9,1:1.5,4.8,0.0,0.0,,55.183,-1.505
542,Aberdeen Harbour,Expansion,United Kingdom,,600,12,0,2016,0,350,Aberdeen Harbour,,HR Wallingford,HR Wallingford,Rubble Mound,8.2,0.0,14.3,Accropode II,m3,15.0,1:1.33,rock,ton,1.0,1:1.5,10.83,17.5,0.0,,57.1338,-2.04897
544,Berwick Upon Tweed,Coastal Protection Breakwater,United Kingdom,New construction,700,3,0,1826,0,0,,,,,Caisson,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,6.3,8.0,1.7,,55.7641,-1.98757
452,Piriapolis,,Uruguay,Breakwater extension,0,12,0,1995,1998,0,,,,,Rubble Mound,4.0,0.0,8.0,Accropode,m3,2.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-34.874,-55.282
489,Punta Carretas,,Uruguay,,0,0,0,1988,1991,0,,,,,Revetment,3.6,0.0,0.0,Accropode,m3,2.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-34.929,-56.159
180,Dung Quat,,Vietnam,,0,16,0,2001,0,0,,,,,Rubble Mound,7.3,0.0,13.8,Accropode,16,0.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,15.4266,108.76
181,Al Mukalla commercial port,,Yemen,,0,7,0,1983,1984,0,,,,,,0.0,0.0,0.0,Accropode,m3,6.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,14.5303,49.1153
182,Bal Haf LNG terminal,,Yemen,,0,19,0,2006,0,0,,,,,Rubble Mound,4.5,0.0,11.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,in progress,13.977,48.176
